title;authors;year;publicationtitle;citationcount;doi;abstract;population;intervention;comparison;outcomes;context;checklater;include;testitem
3-D Display using Motion Parallax for Extended-Depth Perception;Kazutake Uehira,Masahiro Suzuki,Takuya Abekawa,;2007;2007 IEEE International Conference on Multimedia and Expo;2;https://doi.org/10.1109/ICME.2007.4285007;This paper proposes a new 3D display that can express differences between depths at extended distances of over tens of meters to meet new requirements for outdoor use. We attempted to use motion parallax for observers to perceive depth because this works as a cue at longer distances where binocular parallax, which is used in conventional 3D displays to perceive depth, does not work. We conducted subjective tests using a moving car in which observers viewed a test pattern overlapping the real view ahead of the car seen through the windshield to examine the feasibility of the 3D display we propose. The experimental results revealed that the perceived depth of a pattern could be controlled by changing its rate of expansion, demonstrating the feasibility of a 3D display for extended-depth perception using motion parallax.;0;0;0;0;0;0;0
3-dimensional personal computer system;K. Iwasaki,I. Karibe,K. Nakai,A. Ueno,;1988;IEEE Transactions on Consumer Electronics;1;https://doi.org/10.1109/30.20151;The system is composed of a personal computer, a video display, video cassette recorder (VCR), two video cameras, a 3-D scope with TN-type, high-speed, liquid-crystal shutter, and 3-D adapter used for driving the 3-D scope. To achieve stereoscopic imaging, the system uses time-sharing alternate imaging based on binocular parallax. The time-sharing period is 1/60 second, which is a single vertical period of the NTSC TV standard. The system alternately presents images for the left and right eyes on the screen at a 1/60-second period while synchronously driving the 3-D scope in which liquid-crystal shutters alternately shut up the left and right eyes of the viewer. Thus, the viewer's left eye always sees only the image for the left eye and the right eye always sees only that for the right eye.<>;0;0;0;0;0;0;0
A 2-D filtering scheme for stereo image compression using sequential orthogonal subspace updating;Sang-Hoon Seo,M.R. Azimi-Sadjadi,;2001;IEEE Transactions on Circuits and Systems for Video Technology;8;https://doi.org/10.1109/76.894282;Stereo image compression involves estimating the disparity vectors that represent the amount of binocular parallax. The mismatching problems between the left and right images greatly impact the accuracy of the reconstructed image, and hence the visual effects of the reproduced 3-D image. This paper presents a new method for compensating the mismatching effects in stereo image pairs. This 2-D filtering-based scheme uses a sequential orthogonal subspace updating (SOSU) process to project an image block onto a subset of best-basis vectors. The basis vectors are selected one by one from the neighboring blocks, as well as some typical edge blocks, forming an image-dependent set of basis vectors. This leads to the optimal representation of an image block with fewer coefficients. Simulation results on two different image pairs demonstrate the effectiveness of the SOSU scheme when compared to those of the standard least squares 2-D filtering and the hybrid disparity-compensated discrete cosine transform residual encoding schemes.;0;0;0;0;0;0;0
A 3-D (stereoscopic) X-ray imaging technique based on linear array detectors;M. Robinson,J.P.O. Evans,S.X. Godber,;1996;IEE Colloquium on Digital Mammography;0;https://doi.org/10.1049/ic:19960494;In general the problem of interpreting the three-dimensional structure of an object from an X-ray image is a difficult one. This is due to the almost complete absence of depth cues in a typical radiograph containing as it does only shape and grey scale information. The spatial information usually encountered in two-dimensional images, for example photographs, is missing. Psychological depth cues such as linear z perspective, occlusion and so on are usually present in reinforcing combinations in photographs. In order to provide X-ray images with spatial information an X-ray technique has been developed which introduces the powerful physiological depth cue of binocular parallax into the image. This system was originally designed to assist in the interpretation of X-ray images routinely encountered by operators using standard 2-D X-ray systems for the screening of passenger baggage at airports. The solution to the problem is not however specifically confined to it but is in fact more general in nature. Indeed theoretical designs have already been proposed for other X-ray screening applications including mammography.;0;0;0;0;0;0;0
A 3D display with variable depth moire pattern;Keita Nagasaki,Yue Bao,;2008;2008 SICE Annual Conference;2;https://doi.org/10.1109/SICE.2008.4654978;"In recent years, 3D display came to be used also for the vehicles. In the field of the three-dimensional display, the methods of using a parallax barrier and a lenticular lens are well-known. Like the parallax barrier and the lenticular lens, a moire type of 3D display is also proposed as one of the three-dimension systems with binocular parallax. However this method does not have a reverse stereoscopic vision area that the parallax barrier and the lenticular lens have. The display has a wide area observation zone, but it could give only a fixed depth feeling to observers. In this paper, we propose a moire type of 3D display which riot; only has a wide area observation zone, but has a variable depth by adjusting the pattern size finely with the zoom of a projector. By the estimation experiment with a prototype display, we confirmed that the proposal method can provide a variable feeling of depth continuously in a wide observation zone.";0;0;0;0;0;0;0
A 3D vision 2.1Mpixel image sensor for single-lens camera systems;Shinzo Koyama,Kazutoshi Onozawa,Keisuke Tanaka,Yoshihisa Kato,;2013;2013 IEEE International Solid-State Circuits Conference Digest of Technical Papers;2;https://doi.org/10.1109/ISSCC.2013.6487829;We present a CMOS image sensor that enables a compact 3-dimensional (3D) vision camera system comprising a single set of the sensor and a camera lens. In order to make binocular parallax, which is essential for 3D imaging, the input pupil of the camera lens is presumed to consist of the right-eye and the left-eye domains, where the pixels exclusively receiving light beams from the right-eye domain and those from the left-eye domain, are arranged alternately. In addition, the sensor features an on-chip lenticular lens to split the incident light from the two directions and a Digital Micro Lens [1,2] to focus the split light beams onto the dedicated pixels without significant crosstalk. The fabricated 3D image sensor enables not only successful stereovision imaging in color with sufficiently high sensitivity, but also accurate calculation of distance.;0;0;0;0;0;0;0
A Depth-Dependent Fusion Algorithm for Enhanced Reality Based on Binocular Vision;Chensheng Wang,Xiaoping Liu,Fei Wang,Liang Chen,;2009;2009 WASE International Conference on Information Engineering;0;https://doi.org/10.1109/ICIE.2009.95;As one of the pivot techniques in enhanced reality the fusion of virtual and real scene image often happens in two ways, either to incorporate a real object into a virtual environment, or to incorporate a virtual object into a real scene. Most of the conventional methods for the fusion are conducted at the image level, which fails to handle three-dimensional objects. In this paper, a novel depth-dependent algorithm for the fusion of virtual and real scene image in enhanced reality based on binocular vision will be proposed. The algorithm simulates the human observation process, and computes the spatial position of an image pixel by means of binocular parallax. With the assistance of object recognition techniques, the depth computation results will then be utilized to determine the spatial position of the object in the observation coordinate frame. The fusion is consequently implemented by positioning the object of interest at the right position and establishing the depth relationship with other objects in the scene. Experiment results demonstrate that the proposed algorithm is both valid and effective to achieve a high quality fusion for an enhanced reality application.;0;0;0;0;0;0;0
A Multiuser Multiperspective Stereographic QTVR Browser Complemented by Java3D Visualizer and Emulator;Michael Cohen,Noor Alamshah Bolhassan,Owen Noel Newton Fernando,;2007;Presence;3;https://doi.org/10.1162/pres.16.4.414;To support multiperspective and stereographic image display systems intended for multiuser applications, we have developed two integrated multiuser multiperspective stereographic browsers, respectively featuring IBR-generated egocentric and CG exocentric perspectives. The first one described, “VR4U2C” (‘virtual reality for you to see’), uses Apple's QuickTime VR technology and the Java programming language together with the support of the QuickTime for Java library. This unique QTVR browser allows coordinated display of multiple views of a scene or object, limited only by the size and number of monitors or projectors assembled around or among users (for panoramas or turnoramas) in various viewing locations. The browser also provides a novel solution to limitations associated with display of QTVR imagery: its multinode feature provides interactive stereographic QTVR (dubbed SQTVR) to display dynamically selected pairs of images exhibiting binocular parallax, the stereoscopic depth percept enhanced by motion parallax from displacement of the viewpoint through space coupled with rotation of the view through a 360° horizontal panorama. This navigable approach to SQTVR allows proper occlusion/disocclusion as the virtual standpoint shifts, as well as natural looming of closer objects compared to more distant ones. We have integrated this stereographic panoramic browsing application in a client/server architecture with a sibling client, named “Just Look at Yourself!” which is built with Java3D and allows realtime visualization of the dollying and viewpoint adjustment as well as juxtaposition and combination of stereographic CG and IBR displays. “Just Look at Yourself!” visualizes and emulates VR4U2C, embedding avatars associated with cylinder pairs wrapped around the stereo standpoints texture-mapped with a set of panoramic scenes into a 3D CG model of the same space as that captured by the set of panoramas. The transparency of the 3D CG polygon space and the photorealistic stereographic 360° scenes, as well as the size of the stereo goggles through which the CG space is conceptually viewed and upon which the 360° scenes are texture-mapped, can be adjusted at runtime to understand the relationship of the spaces.;0;0;0;0;0;0;0
A Novel Skip Connection Structure in Transformer;Xintao Xu,Yi Liu,Zhiyuan Zhao,Gang Chen,Zhigang Li,Huaxiang Lu,Yi Bian,;2022;2022 IEEE 2nd International Conference on Software Engineering and Artificial Intelligence (SEAI);0;https://doi.org/10.1109/SEAI55746.2022.9832084;Herein, a novel skip connection structure with double bypass is employed in Transformer. The structure introduces two linear components between the input and output. Moreover, it establishes layer normalization at the beginning of the bypass computation, enhancing the model prediction efficiency. Two methods are employed to deploy the novel skip connection structure in the Transformer. In one method, the Transformer feedforward layer used for machine translation tasks is considered as a branch of the skip connection structure. In the other method, the skip connection structure is introduced into the Transformer model used for binocular parallax calculation tasks. Experimental results show that the machine translation model with the novel skip connection structure is 2% better in BLEU index. Furthermore, in the binocular parallax calculation tasks, the EPE index of the Transformer model with the skip connection structure decreases by 3.8% compared with that of a comparison model. The Transformer with the novel skip connection structure achieves a 7.6% lower 3PX ERROR than the Transformer without the skip connection structure.;0;0;0;0;0;0;0
A Relationship Between Product Quality and Body Information of Worker and Its Application to Improvement of Productivity;Danni Wang,Yasuyo Kotake,Hiroshi Nakajima,Kentaro Mori,Yutaka Hata,;2018;2018 IEEE International Conference on Systems, Man, and Cybernetics (SMC);0;https://doi.org/10.1109/SMC.2018.00250;In this study, we analyzed a body information feature in the soldering process in order to develop an evaluative method of the worker skills. First, we found the three types body information features. The found features were the work position, the way to hold a soldering iron, and the effect of the dominant eye and the age. Using the features of the work position and the way to hold a soldering iron, we classified the work rank into four classes. As a result of evaluating operation time and the product quality for these classes, it was confirmed that operation time and the product quality were improved as the work rank improves.;0;0;0;0;0;0;0
A Replication Study to Measure the Perceived Three-Dimensional Location of Virtual Objects in Optical See Through Augmented Reality;Farzana Alam Khan,Mohammed Safayet Arefin,Nate Phillips,J. Edward Swan,;2022;2022 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW);0;https://doi.org/10.1109/VRW55335.2022.00249;An important research question in optical see-through (OST) augmented reality (AR) is, how accurately and precisely can a virtual object's real world location be perceived? Previously, a method was developed to measure the perceived three-dimensional location of virtual objects in OST AR. In this research, a replication study is reported, which examined whether the perceived location of virtual objects are biased in the direction of the dominant eye. The successful replication analysis suggests that perceptual accuracy is not biased in the direction of the dominant eye. Compared to the previous study's findings, overall perceptual accuracy increased, and precision was similar.;0;0;0;0;0;0;0
A Theory of the Visual Motion Coding in the Primary Visual Cortex;Zhaoping Li,;1996;Neural Computation;1;https://doi.org/10.1162/neco.1996.8.4.705;This paper demonstrates that much of visual motion coding in the primary visual cortex can be understood from a theory of efficient motion coding in a multiscale representation. The theory predicts that cortical cells can have a spectrum of directional indices, be tuned to different directions of motion, and have spatiotemporally separable or inseparable receptive fields (RF). The predictions also include the following correlations between motion coding and spatial, chromatic, and stereo codings: the preferred speed is greater when the cell receptive field size is larger, the color channel prefers lower speed than the luminance channel, and both the optimal speeds and the preferred directions of motion can be different for inputs from different eyes to the same neuron. These predictions agree with experimental observations. In addition, this theory makes predictions that have not been experimentally investigated systematically and provides a testing ground for an efficient multiscale coding framework. These predictions are as follows: (1) if nearby cortical cells of a given preferred orientation and scale prefer opposite directions of motion and have a quadrature RF phase relationship with each other, then they will have the same directional index, (2) a single neuron can have different optimal motion speeds for opposite motion directions of monocular stimuli, and (3) a neuron's ocular dominance may change with motion direction if the neuron prefers opposite directions for inputs from different eyes.;0;0;0;0;0;0;0
A comparative evaluation of the Generative Topographic Mapping and the Elastic Net for the formation of Ocular Dominance stripes;Dror Cohen,Andrew P. Papliński,;2012;The 2012 International Joint Conference on Neural Networks (IJCNN);2;https://doi.org/10.1109/IJCNN.2012.6252815;In this paper we compare the self organising capabilities of the Generative Topographic Map (GTM) [1] and Elastic Net (EN) [2]. We analytically compare the two algorithms and examine the different ways in which they preserve topography by considering their respective ‘state space trajectories’. We present simulations that demonstrate the differences between the two algorithms. We conclude by using the GTM to simulate the formation of Ocular Dominance (OD) stripes and compare against earlier simulations using the EN. Our findings indicate that the GTM produces patterns with some of the required characteristics and match results obtained with the EN to a degree.;0;0;0;0;0;0;0
A new no-reference stereoscopic image quality assessment based on ocular dominance theory and degree of parallax;Ke Gu,Guangtao Zhai,Xiaokang Yang,Wenjun Zhang,;2012;Proceedings of the 21st International Conference on Pattern Recognition (ICPR2012);1;;In recent years, while stereoscopic images were becoming widely applied and the corresponding technologies were substantially developed, very few stereoscopic image quality assessment metrics were proposed, especially under the condition that there is no reference image available. This paper proposes a new no-reference stereoscopic image quality assessment algorithm based on the ocular dominance theory and degree of parallax. All of our tests using the Toyama database draw two valuable conclusions. First, the performances of stereoscopic image quality assessment methods are significantly affected by difference of image qualities between the left and right images. Second, to offset the discriminations of different degrees of parallax caused by various 3D image contents is required indeed. Experiments and comparative studies are provided to confirm the effectiveness of our proposed new stereoscopic image quality metric.;0;0;0;0;0;0;0
A parametric model for synthesis of cortical column patterns;A.S. Rojer,E.L. Schwartz,;1989;International 1989 Joint Conference on Neural Networks;2;https://doi.org/10.1109/IJCNN.1989.118416;Summary form only given. The authors introduce a parametric model for columnar structure which considers the spatial form in an image-processing framework. This method permits easy synthesis of column-like structure from noise images. In particular, bandpass filtering of noise images followed by thresholding yields patterns which strongly resemble the columnar structure that has been observed in the brain. The image-oriented technique is flexible and inexpensive to compute. There are only a few independent parameters, and the role they play in column formation is apparent. The parameters for a particular column system can be readily determined from actual brain data by the use of standard image-processing techniques. The authors have used the model to process data obtained in their computer reconstruction of the pattern of ocular dominance columns in the macaque monkey. This approach avoids the necessity of constructing computationally expensive cellular models which are based on poorly understood details of neural development. The authors provide an efficient, accurate model which can be adjusted to fit a wide variety of column data.<>;0;0;0;0;0;0;0
A pointing method of an object in real space using dominant eye's view field;Y. Mitsudo,E. Miyazaki,M. Idesawa,;2004;IEEE Conference on Robotics and Automation, 2004. TExCRA Technical Exhibition Based.;0;https://doi.org/10.1109/TEXCRA.2004.1425004;In this paper, a prototype of an imaging system of dominant eye's view field was developed and a preliminary experiment was performed. When a subject is pointing to an object in the real space, the figure of the index finger is overlapped on or near from that of the pointed object in dominant eye's image. Using the prototype of imaging system, the image of the dominant eye's view field was taken and analyzed. The effectiveness of the proposed method was proven. This method can provide a simple and accurate means to specify pointed object in real space and can be applied to e.g. the welfare system for realizing higher quality of life and so on.;0;0;0;0;0;0;0
A study of stereoscopic display technology and visual fatigue caused by viewing stereoscopic images;Wu Xiao,Wang Fei,;2011;2011 IEEE 2nd International Conference on Computing, Control and Industrial Engineering;4;https://doi.org/10.1109/CCIENG.2011.6008038;The stereoscopic display technology has become a main topic in recent years and it still exists visual fatigue problem which aspects our experience greatly when view stereoscopic images. This paper analyzed the principle of stereoscopic display and then briefly introduced the stereoscopic technologies based on binocular parallax, meanwhile we also talked about the visual fatigue caused by viewing 3-D images include of the definition, phenomenon and research methods of. Finally, it prospected the developing trend of stereoscopic display technology as well as visual fatigue's impact on our health.;0;0;0;0;0;0;0
A study on the relationship between shooting conditions and cardboard effect of stereoscopic images;H. Yamanoue,M. Okui,I. Yuyama,;2000;IEEE Transactions on Circuits and Systems for Video Technology;34;https://doi.org/10.1109/76.836285;In this paper, we examine the cardboard effect by varying such image acquisition parameters as lighting intercamera distances, lens focal length, and presence or absence of motion parallax and backgrounds in program production. Subjective evaluation tests show that binocular disparity calculated from camera-separation lens selection and convergence point are dominant factors. The cardboard effect can be effectively avoided or lessened by enhancing increasing the binocular parallax. In case of actual program production, it is practical to use standard lenses or ones close in focal length to standard lenses, and to set camera separation around the same as the average eye separation of human eyes in order to mitigate the cardboard effect. When binocular disparity is small using lenses with long focal length, other cues, such as motion parallax accompanied by the relative movement between subjects and cameras, are effective.;0;0;0;0;0;0;0
A three dimensional visor display system for the postural stability analysis;M. Yoshizawa,H.S. Lin,H. Takeda,M. Ozawa,;1989;Images of the Twenty-First Century. Proceedings of the Annual International Engineering in Medicine and Biology Society,;3;https://doi.org/10.1109/IEMBS.1989.96020;A measurement system was developed to quantify the effect of altering visual feedback information on human body sway. A three-dimensional visor display was proposed to provide the eyes with stereoscopic vision depending on head motion. A pair of CCD cameras and a pair of liquid-crystal displays were used to show wide images with binocular parallax to the test subject. The head motion on the frontal plane was measured online by using the image processing unit for the video signal obtained from the CCD cameras, and an ultrasonic distance sensor was used to measure the rotation of the head on the horizontal plane. In the experiments, the subject used head rotation to track a visual reference signal. The results from the experiments reveal that the vestibular information contradictory to the visual information increased body sway.<>;0;0;0;0;0;0;0
A two layer disparity selective simple cell model;Sijing Cheng,Qiuyan Peng,Bertram E. Shi,;2016;2016 International Joint Conference on Neural Networks (IJCNN);0;https://doi.org/10.1109/IJCNN.2016.7727825;The responses of disparity selective complex cells in the mammalian visual system are often modeled by the disparity energy model. This model linearly combines inputs from binocular simple cell units, whose responses are computed by the combination of left and right eye inputs through linear binocular receptive fields, followed by half wave rectification and an expansive nonlinearity. While many complex cells have responses that can be modeled by the standard disparity energy model, there are many that cannot be. While the standard disparity energy model has been extended to account for some specific types of tuning (e.g. cells that are “monocularly responsive” in that they only respond to input from one eye, yet are disparity tuned indicating that they receive input from both eyes), actual neurons display a wider range of ocular dominance indices and disparity selectivities than can be fully accounted for by these models. Here, we describe a two layer simple cell model that can be used to construct complex cells that fully cover this range. The model combines the responses from a first layer of model monocular simple cells. By adjusting the weights from the monocular to a second binocular layer, the model can exhibit more diverse tuning properties than previously proposed models. We also show that these weights can be learned by sparse coding, and that if so, there is a strong relationship between distribution of tuning properties in the population and the input disparity statistics.;0;0;0;0;0;0;0
Accommodation response for visually equivalent light field 3D display;Munekazu Date,Hiroshi Fujii,Hideaki Kimata,Takehito Kojima,Kohei Iwata,Ryota Kimura,Akihiro Sugiura,Masaru Miyao,;2017;2017 IEEE Industry Applications Society Annual Meeting;3;https://doi.org/10.1109/IAS.2017.8101803;Visually Equivalent Light Field 3D (VELF3D) is an autostereoscopic flat-panel 3D display. Though it has a very simple structure, it can reproduce not only binocular parallax and convergence but also smooth motion parallax. It displays multiple viewing zones and uses oblong pixels and a parallax barrier to enable adjacent zones to be linearly blended well and provide continuous reproduction of motion parallax. However, the potential for accommodation reproducibility has yet to be clarified. In this paper, we demonstrate accommodation responses of monocular vision induced by changes in displayed depth as determined by an autorefractor / keratometer. We calculate point spread functions and retinal images when an observer is watching a linear blending display, and analyze mechanisms to induce accommodation.;0;0;0;0;0;0;0
Accurate vergence control in complex scenes;Taylor,Olson,Martin,;1994;1994 Proceedings of IEEE Conference on Computer Vision and Pattern Recognition;11;https://doi.org/10.1109/CVPR.1994.323879;In binocular visual systems, vergence is the process of directing the gaze so that the optical axes intersect at a surface point. Correlation-based methods of disparity analysis provide fast estimates of the vergence error. Unfortunately most correlation techniques do not provide mechanisms to determine which image locations contributed to a given correlation peak. The result is that large correlation peaks may have contributions from image arena not relevant to the vergence task. This paper presents a vergence system that applies a cepstral filter to multiscale images obtained from a dominant-eye binocular sensor. As used by this system, the cepstral filter has two main advantages: it enhances targets through narrow-band signal suppression, and it supports a back-projection operation to determine the image locations associated with particular correlation peaks. The use of multiscale images allows the system to have both high resolution for precision in the final vergence and a large field of view for a wide range of initial camera orientations without undue computational cost.<>;0;0;0;0;0;0;0
Acquisition of accurate distance information in stereovision using move-parallel method for teleoperation;M. Mizukami,K. Hongte,J. Takeno,;2005;IEEE International Conference Mechatronics and Automation, 2005;3;https://doi.org/10.1109/ICMA.2005.1626723;The authors have developed a new stereo image shooting method, named the move-parallel method. There are two conventional stereo image shooting methods: the parallel-view method and the cross-eyed method. The parallel-view method allows the user to shoot and supply images that are free from geometric distortion, and thus is suitable for shooting distant views in consideration of the significant visual burden. The cross-eyed method uses the cross point to adjust the parallax of the object, but the perception of space is inevitably distorted in terms of binocular parallax. The new move-parallel method generates geometric distortion-free images by using the same shooting technique as the parallel-view method and offers easy-to-view images equivalent to those obtained with the cross-eyed method. This is achieved by moving the captured right and left images until the parallax of the object to be fixated disappears by image processing. It is important in teleoperation to capture correct information on the distance to the object to be fixated and to other objects. The authors conducted several experiments to evaluate the features of the move-parallel method. This paper reports on the method, which reduces distortion of space perception in terms of binocular parallax, provides correct distance information to the observer, and reduces the visual burden of viewing stereo images.;0;0;0;0;0;0;0
